タイトル,cluster
WIND　BREAKER（22）,2
剣聖の幼馴染がパワハラで俺につらく当たるので、絶縁して辺境で魔剣士として出直すことにした。（8）,2
泣いてみろ、乞うてもいい　2,2
野蛮のプロポーズ 1,2
期限つき皇女のはずが、うまくやりすぎてしまったようです　2,2
異郷の爪塗り見習い 6,2
ザコ姫さまは生きのびたい! 〜処刑の危機は、姫プレイで乗り切ります〜（4）,2
MINECRAFT〜世界の果てへの旅〜（12）,6
青の祓魔師 32,2
肉怪の生じる村にて（2巻）,2
カンツォニエーレ　チェーザレ番外編,2
ニュークリア （　5）,2
葬送のフリーレン 14 特別短編小説付き特装版,2
社交界の毒婦とよばれる私〜素敵な辺境伯令息に腕を折られたので、責任とってもらいます〜 1,2
マイメロディの『論語』　心豊かに生きるための言葉,5
獄卒クラーケン（6）,2
ウィッチウォッチ 23,2
妻と僕の小規模な育児（13）,5
異世界料理道 13,5
嘘彼氏でもいいからとにかくシたいましろちゃん（2）,2
DEAR　BOYS　ACT4（20）,2
織田家の長男に生まれました　〜戦国時代に転生したけど、死にたくないので改革を起こします〜　10,2
転生コロシアム　6 〜最弱スキルで最強の女たちを攻略して奴隷ハーレム作ります〜,2
呪術廻戦 27,2
BREAK　BACK　22,2
ワールドトリガー 28,2
となりの宮廷料理人　2,2
姫騎士は蛮族の嫁（10）,2
再婚承認を要求します 6,2
聖女じゃなかったので、王宮でのんびりご飯を作ることにしました　9,2
続テルマエ・ロマエ 2,2
乙女ゲームのモブなのに、なぜか推しに愛を囁かれています!（2）,2
ロマンシング サ・ガ2 III -最終皇帝編ー,5
ひねくれ騎士とふわふわ姫様 古城暮らしと小さなおうち（3）,2
追放勇者の優雅な生活〜自由になったら俺だけの最愛天使も手に入った！〜（3）,2
怨み屋本舗 STREAM 2,2
薬屋のひとりごと（14）,2
ふたり鷹 完全版（第1巻）,2
ウマ娘 ピスピス☆スピスピ ゴルシちゃん（6）,6
英雄と魔女の転生ラブコメ（3）,2
完全回避ヒーラーの軌跡　13,2
林檎の国のジョナ（1）,2
不遇職とバカにされましたが、実際はそれほど悪くありません？（8）,2
幼稚園WARS 15,2
女神の代行者となった少年、盤上の王となる（2）,2
踊る千年家族　8,2
Link！Like！ラブライブ！＠COMIC,2
BLUE GIANT MOMENTUM（4）,6
変態ストーカーに狙われてます（4）,2
せっかくチートを貰って異世界に転移したんだから、好きなように生きてみたい　THE　COMIC　11,2
魔術を極めて旅に出た転生エルフ、持て余した寿命で生ける伝説となる　5,2
かわいい後輩に言わされたい　9,5
海皇紀　新装版（21）,2
ぼんくら陰陽師の鬼嫁　13,2
余命一年の悪役令嬢、残生は逆ハーレムを満喫しますわ！（1）,2
の、ような。　8,2
ダーウィンの大罪（2）,6
Re:Monster（13）,2
転生したらスライムだった件（27）,2
名探偵コナン キャラクタービジュアルブック 改訂版,5
ある日、お姫様になってしまった件について　10,2
アンコントロールフェティシズム 2,2
神々の加護で生産革命〜異世界の片隅でまったりスローライフしてたら、なぜか多彩な人材が集まって最強国家ができてました〜（6）,2
コッチモフレンズ,5
ちはやふる　plus　きみがため（4）,2
うちの犬が強すぎるんですが!? 3,2
かくして！マキナさん！！（6）,2
元夫の番犬を手なずけた　3,2
人恋しくて買った奴隷が気づいたら生産チート無双してました。 2,2
逢魔時コンフュージョン（1）,2
異世界マンチキン　-HP1のままで最強最速ダンジョン攻略ー（13）,2
オオカミくんと恋の晩餐（3）,2
ラーメン赤猫 12,2
突風とビート 3,2
スーパースターを唄って。（6）,6
人生逆転ダンジョン（2）,2
29歳独身中堅冒険者の日常（20）,2
恋をするまでおあずけです,2
ペンと手錠と事実婚 6,2
ちくわ戦記〜おれのカワイイで地球侵略〜5,2
ゾンビ世界でハーレムをつくろう！（4）,2
限界OLさんは悪役令嬢さまに仕えたい　5,2
百鬼夜行抄21,2
オタク君の性癖を一生歪めていく異種族娘たち　2,2
ちいかわ　なんか小さくてかわいいやつ（4）なんか小さくてためになる豆本付き特装版,5
マザーパラサイト（16）,2
喫茶ニュー魔王城 3,2
ファミレス行こ。 上（1）,2
君を忘れる恋がしたい 6,2
薫る花は凛と咲く（16）,2
スーパーの裏でヤニ吸うふたり（7）,2
愛の流星カウーパ 3,2
他校の氷姫を助けたら、お友達から始める事になりました　3,2
山と食欲と私 19,2
悪役令嬢からの華麗なる転身！？　愛されヒロインアンソロジーコミック（3）,2
ありす、宇宙までも（4）,6
千年狐　十三 〜干宝「捜神記」より〜（13）,2
100年の経（4）,6
今朝も揺られてます　3,2
キャプテン2 16,2
よくある令嬢転生だと思ったのに　2,2
迷宮都市の錬金薬師（2）,2
明日の敵と今日の握手を　7,2
ドラえもんたのしいポスターコレクション（2）,6
はじめの一歩（143）,2
怪獣8号 15,2
男おいどん 愛蔵版（第3巻）,2
刃牙らへん　5,2
ONE PIECE 110,2
変な絵（3）,2
マダムたちのルームシェア5,5
カモのネギには毒がある 11 加茂教授の人間経済学講義,2
すみっコぐらし大図鑑 プラス,5
転生悪役幼女は最恐パパの愛娘になりました　4,2
放課後ていぼう日誌　14,5
奴隷商人しか選択肢がないですよ？（12）,2
君と宇宙を歩くために（4）,2
株式会社　神かくし　10,2
最底辺のおっさん冒険者。ギルドを追放されるところで今までの努力が報われ、急に最強スキル《無条件勝利》を得る（3）,2
動物人間 3,2
わたしのために脱ぎなさいっ！　9,2
転生したらスライムだった件（28）,2
オーバーロード　不死者のOh！　（15）,5
殺されたらゾンビになったので、進化しまくって無双しようと思います 3,2
ケーキの切れない非行少年たち 11,2
項羽と劉邦、あと田中11,2
おじ転生〜悪役令嬢の加齢なる生活〜（3）,2
カワセミさんの釣りごはん（13）,2
新テニスの王子様 44,2
俺だけレベルアップな件 16,2
SPY×FAMILY 14,2
ハンドレッドノートーナイトアウルー（5）,2
シンデレラの反乱 1,2
カエデガミ 2,2
スキルとから始まる最強冒険者ライフ〜ごみ拾いと追放されたけど規格外の力で成り上がる!〜　6,2
小林さんちのメイドラゴン　お篭りぐらしのファフニール（6）,2
ちいかわ　なんか小さくてかわいいやつ（6）,5
姉と弟がまぁまぁ仲良く暮らす日常。（3）,2
みだれたふたりのみたされごはん,2
悪役令嬢は隣国の王太子に溺愛される　16,2
大悪党少年（3）,2
野原ひろし 昼メシの流儀（14）,5
世界を救うために亜人と朝チュンできますか？　9,2
再召喚された勇者は一般人として生きていく? （11）,2
彼は友達（2）,2
可愛がらないで、可愛がらせて,2
アオアシ（39）,6
クラスメイトは異世界で勇者になったけど、俺だけ現代日本に置き去りにされました（2）,2
悪役令嬢の四畳半　1,2
制服、深夜2時。,2
ヘルモード　〜やり込み好きのゲーマーは廃設定の異世界で無双する〜はじまりの召喚士（13）,2
信じていた仲間達にダンジョン奥地で殺されかけたがギフト『無限ガチャ』でレベル9999の仲間達を手に入れて元パーティーメンバーと世界に復讐＆『ざまぁ！』します！（18）,2
俺様王太子に拾われた崖っぷち令嬢、お飾り側妃になる…はずが溺愛されてます！？　3,2
ながたんと青とーいちかの料理帖ー（14）,2
ホストと社畜（3）,2
異世界転移で女神様から祝福を！ 〜いえ、手持ちの異能があるので結構です〜 @COMIC（4）,2
あの世の社会科見学　自身の秘めた可能性を知る前世編,2
かくも小さき世界にて 下,2
似鳥教授の可愛い悪あがき 6,2
あたらしいともだち　かわじろう短編集,5
雪辱の花 2,2
勇者に全部奪われた俺は勇者の母親とパーティを組みました！ 7,2
19番目のカルテ 徳重晃の問診（11）,2
ねえ、ぴよちゃん（12）,5
ゾン100〜ゾンビになるまでにしたい100のこと〜（20）,6
ガチアクタ（15）,2
16,2
アサシン＆シンデレラ（5）,2
悪の令嬢と十二の瞳 1　〜最強従者たちと伝説の悪女、人生二度目の華麗なる無双録〜,2
ゆりさき・とらいあんぐる ヤンデレ幼なじみとガチユリ留学生に求愛されて、百合の花園が満開です！？,2
ナイトメアバスターズ（下巻）,2
夫が白血病になったのですが。,5
イリオス 12,2
俺様外科医の溺愛包囲網（2）,2
よくある令嬢転生だと思ったのに　1,2
吸血バーへようこそ 3,2
悪食令嬢と狂血公爵　〜その魔物、私が美味しくいただきます！〜（10）,2
青野くんに触りたいから死にたい（13）,2
MOGAKU　6,2
官能先生（4）,2
描き下ろしイラスト手帳（2026年）付き　夜桜四重奏　〜ヨザクラカルテット〜（34）特装版,5
プロパガンダゲーム（2）,2
転生しても嫌われ王子だったので関係修復頑張ります。 4,2
できることは全部やる,5
勇者に全部奪われた俺は勇者の母親とパーティを組みました！ 6,2
ちいかわ　なんか小さくてかわいいやつ（3）なんか楽しくて遊べるかるた付き特装版,5
黄泉のツガイ（9）,2
忍者と極道（16）,2
公爵家の愛されニセ幼女　3,2
ショーハショーテン！ 11,2
40までにしたい10のこと2,2
あなたのお城の小人さん　〜御飯下さい、働きますっ〜（コミック）（1）,2
晴明様のJK花嫁 1,2
腸はなくとも食欲はある！（2）,2
弱火の魔法（2）,6
ドンケツ　第2章　15,2
かくも小さき世界にて 上,2
地縛少年 花子くん（23）,2
エールガール！ 2,2
とある魔術の禁書目録外伝 とある科学の超電磁砲（20）,2
じゃあ、あんたが作ってみろよ（2）,2
ジュミドロ（6）,2
ブルーピリオド（16）,2
酒蔵かもし婚 2,2
うめともものふつうの暮らし（11）,5
上伊那ぼたん、酔へる姿は百合の花　7,2
その着せ替え人形は恋をする（14）,2
あいだいろ画集　地縛少年 花子くん 2,5
ハローキティのニーチェ　強く生きるために大切なこと,5
CMYK 鮫田和王は厨二病が治せない VOLUME4,2
どうしようもない僕とキスしよう（11）,6
ブルーロック（30）,2
東方Project二次創作シリーズ SPELL2,2
